Taxon,Group,Plot,NumberOfSpecies,Abundance,TotalNumberOfSpecies
Fungi,saproxylic_organism,T4_19,23,46,269
Fungi,saproxylic_organism,T4_2,20,49,269
Fungi,saproxylic_organism,T4_20,24,41,269
Fungi,saproxylic_organism,T4_21,26,37,269
Fungi,saproxylic_organism,T4_22,21,37,269
Fungi,saproxylic_organism,T4_23,29,43,269
Fungi,saproxylic_organism,T4_24,25,33,269
Fungi,saproxylic_organism,T4_25,23,46,269
Fungi,saproxylic_organism,T4_26,23,35,269
Fungi,saproxylic_organism,T4_27,23,34,269
Fungi,saproxylic_organism,T4_28,14,28,269
Fungi,saproxylic_organism,T4_29,16,35,269
Fungi,saproxylic_organism,T4_3,24,47,269
Fungi,saproxylic_organism,T4_30,11,29,269
Fungi,saproxylic_organism,T4_31,19,35,269
Fungi,saproxylic_organism,T4_32,22,36,269
Fungi,saproxylic_organism,T4_33,29,46,269
Fungi,saproxylic_organism,T4_34,23,44,269
Fungi,saproxylic_organism,T4_35,20,25,269
Fungi,saproxylic_organism,T4_36,28,32,269
Fungi,saproxylic_organism,T4_37,22,30,269
Fungi,saproxylic_organism,T4_38,33,35,269
Fungi,saproxylic_organism,T4_39,24,34,269
Fungi,saproxylic_organism,T4_4,27,50,269
Fungi,saproxylic_organism,T4_40,30,39,269
Fungi,saproxylic_organism,T4_41,32,47,269
Fungi,saproxylic_organism,T4_42,24,46,269
Fungi,saproxylic_organism,T4_43,24,40,269
Fungi,saproxylic_organism,T4_44,24,41,269
Fungi,saproxylic_organism,T4_45,20,44,269
Fungi,saproxylic_organism,T4_46,22,45,269
Fungi,saproxylic_organism,T4_47,20,32,269
Fungi,saproxylic_organism,T4_48,21,36,269
Fungi,saproxylic_organism,T4_49,17,33,269
Fungi,saproxylic_organism,T4_5,21,48,269
Fungi,saproxylic_organism,T4_50,23,32,269
Fungi,saproxylic_organism,T4_51,24,36,269
Fungi,saproxylic_organism,T4_52,19,32,269
Fungi,saproxylic_organism,T4_53,25,50,269
Fungi,saproxylic_organism,T4_54,21,44,269
Fungi,saproxylic_organism,T4_58,18,26,269
Fungi,saproxylic_organism,T4_59,12,33,269
Fungi,saproxylic_organism,T4_6,26,54,269
Fungi,saproxylic_organism,T4_60,17,45,269
Fungi,saproxylic_organism,T4_61,17,31,269
Fungi,saproxylic_organism,T4_62,17,35,269
Fungi,saproxylic_organism,T4_63,10,38,269
Fungi,saproxylic_organism,T4_64,17,43,269
Fungi,saproxylic_organism,T4_65,17,37,269
Fungi,saproxylic_organism,T4_66,20,48,269
Fungi,saproxylic_organism,T4_67,14,33,269
Fungi,saproxylic_organism,T4_68,13,32,269
Fungi,saproxylic_organism,T4_69,18,40,269
Fungi,saproxylic_organism,T4_7,24,49,269
Fungi,saproxylic_organism,T4_70,18,39,269
Fungi,saproxylic_organism,T4_71,14,43,269
Fungi,saproxylic_organism,T4_72,12,30,269
Fungi,saproxylic_organism,T4_73,16,45,269
Fungi,saproxylic_organism,T4_74,14,35,269
Fungi,saproxylic_organism,T4_75,12,42,269
Fungi,saproxylic_organism,T4_76,11,39,269
Fungi,saproxylic_organism,T4_77,8,33,269
Fungi,saproxylic_organism,T4_78,13,28,269
Fungi,saproxylic_organism,T4_79,14,25,269
Fungi,saproxylic_organism,T4_8,21,44,269
Fungi,saproxylic_organism,T4_80,13,25,269
Fungi,saproxylic_organism,T4_81,10,16,269
Fungi,saproxylic_organism,T4_82,14,27,269
Fungi,saproxylic_organism,T4_83,18,42,269
Fungi,saproxylic_organism,T4_84,5,40,269
Fungi,saproxylic_organism,T4_9,21,32,269
Fungi,saproxylic_organism,TS_1,19,35,269
Fungi,saproxylic_organism,TS_2,24,53,269
Fungi,saproxylic_organism,TS_3,26,45,269
Fungi,saproxylic_organism,TS_4,32,53,269
Fungi,saproxylic_organism,TS_5,21,39,269
Moths,saproxylic_organism,T1_2,9,74,16
Moths,saproxylic_organism,T1_34,6,89,16
Moths,saproxylic_organism,T1_40,2,32,16
Moths,saproxylic_organism,T1_42,2,14,16
Moths,saproxylic_organism,T1_49,3,24,16
Moths,saproxylic_organism,T1_52,5,64,16
Moths,saproxylic_organism,T1_61,1,2,16
Moths,saproxylic_organism,T1_63,5,14,16
Moths,saproxylic_organism,T1_66,0,0,16
Moths,saproxylic_organism,T1_8,7,106,16
Moths,saproxylic_organism,T2_23,2,20,16
Moths,saproxylic_organism,T2_41,3,26,16
Moths,saproxylic_organism,T2_48,5,38,16
Moths,saproxylic_organism,T2_49,2,14,16
Moths,saproxylic_organism,T2_65,0,0,16
Moths,saproxylic_organism,T2_71,2,31,16
Moths,saproxylic_organism,T2_9,4,8,16
Moths,saproxylic_organism,T3_3,2,10,16
Moths,saproxylic_organism,T3_30,4,18,16
Moths,saproxylic_organism,T3_32,2,5,16
Moths,saproxylic_organism,T3_40,1,10,16
Moths,saproxylic_organism,T3_5,6,9,16
Moths,saproxylic_organism,T3_50,0,0,16
Moths,saproxylic_organism,T3_55,0,0,16
Moths,saproxylic_organism,T3_57,1,2,16
Moths,saproxylic_organism,T4_39,4,20,16
Moths,saproxylic_organism,T4_51,3,8,16
Moths,saproxylic_organism,T4_54,3,35,16
Moths,saproxylic_organism,T4_59,1,1,16
Moths,saproxylic_organism,T4_64,4,21,16
Moths,saproxylic_organism,T4_70,2,8,16
Moths,saproxylic_organism,T4_73,2,3,16
Moths,saproxylic_organism,T4_77,2,7,16
Moths,saproxylic_organism,T4_81,1,1,16
Moths,saproxylic_organism,T4_9,7,159,16
Moths,saproxylic_organism,TS_1,4,49,16
Beetles,consumer2,T1_1,38,138,389
Beetles,consumer2,T1_2,50,273,389
Beetles,consumer2,T1_27,32,91,389
Beetles,consumer2,T1_29,27,103,389
Beetles,consumer2,T1_3,34,95,389
Beetles,consumer2,T1_30,31,125,389
Beetles,consumer2,T1_34,24,215,389
Beetles,consumer2,T1_38,25,69,389
Beetles,consumer2,T1_39,14,77,389
Beetles,consumer2,T1_4,18,41,389
Beetles,consumer2,T1_40,29,106,389
Beetles,consumer2,T1_42,19,39,389
Beetles,consumer2,T1_49,16,134,389
Beetles,consumer2,T1_5,27,85,389
Beetles,consumer2,T1_50,21,66,389
Beetles,consumer2,T1_51,22,87,389
Beetles,consumer2,T1_52,28,116,389
Beetles,consumer2,T1_53,31,115,389
Beetles,consumer2,T1_54,26,146,389
Beetles,consumer2,T1_55,21,72,389
Beetles,consumer2,T1_56,14,63,389
Beetles,consumer2,T1_57,13,29,389
Beetles,consumer2,T1_58,21,56,389
Beetles,consumer2,T1_59,18,80,389
Beetles,consumer2,T1_60,27,168,389
Beetles,consumer2,T1_61,20,56,389
Beetles,consumer2,T1_62,21,77,389
Beetles,consumer2,T1_63,20,59,389
Beetles,consumer2,T1_64,23,140,389
Beetles,consumer2,T1_65,14,117,389
Beetles,consumer2,T1_66,28,182,389
Beetles,consumer2,T1_8,24,107,389
Beetles,consumer2,T1_9,37,256,389
Beetles,consumer2,T2_2,21,132,389
Beetles,consumer2,T2_23,32,154,389
Beetles,consumer2,T2_25,30,73,389
Beetles,consumer2,T2_27,27,76,389
Beetles,consumer2,T2_3,24,181,389
Beetles,consumer2,T2_34,1,1,389
Beetles,consumer2,T2_35,22,141,389
Beetles,consumer2,T2_36,23,256,389
Beetles,consumer2,T2_37,16,32,389
Beetles,consumer2,T2_38,16,39,389
Beetles,consumer2,T2_39,20,48,389
Beetles,consumer2,T2_4,22,78,389
Beetles,consumer2,T2_40,19,79,389
Beetles,consumer2,T2_41,25,96,389
Beetles,consumer2,T2_42,25,187,389
Beetles,consumer2,T2_44,22,118,389
Beetles,consumer2,T2_45,25,89,389
Beetles,consumer2,T2_46,15,37,389
Beetles,consumer2,T2_47,24,94,389
Beetles,consumer2,T2_48,22,67,389
Beetles,consumer2,T2_49,19,58,389
Beetles,consumer2,T2_50,18,70,389
Beetles,consumer2,T2_51,18,54,389
Beetles,consumer2,T2_52,19,85,389
Beetles,consumer2,T2_53,19,71,389
Beetles,consumer2,T2_54,14,64,389
Beetles,consumer2,T2_55,22,78,389
Beetles,consumer2,T2_56,34,128,389
Beetles,consumer2,T2_58,19,76,389
Beetles,consumer2,T2_59,16,81,389
Beetles,consumer2,T2_60,24,202,389
Beetles,consumer2,T2_65,18,53,389
Beetles,consumer2,T2_66,27,153,389
Beetles,consumer2,T2_67,38,222,389
Beetles,consumer2,T2_68,12,25,389
Beetles,consumer2,T2_69,30,184,389
Beetles,consumer2,T2_70,15,116,389
Beetles,consumer2,T2_71,24,140,389
Beetles,consumer2,T2_73,24,253,389
Beetles,consumer2,T2_74,10,176,389
Beetles,consumer2,T2_75,14,163,389
Beetles,consumer2,T2_78,15,77,389
Beetles,consumer2,T2_79,22,101,389
Beetles,consumer2,T2_81,25,126,389
Beetles,consumer2,T2_9,32,177,389
Beetles,consumer2,T3_1,18,50,389
Beetles,consumer2,T3_10,15,45,389
Beetles,consumer2,T3_12,22,68,389
Beetles,consumer2,T3_16,26,88,389
Beetles,consumer2,T3_17,32,85,389
Beetles,consumer2,T3_20,14,33,389
Beetles,consumer2,T3_22,26,138,389
Beetles,consumer2,T3_23,21,87,389
Beetles,consumer2,T3_24,31,125,389
Beetles,consumer2,T3_25,24,79,389
Beetles,consumer2,T3_26,13,50,389
Beetles,consumer2,T3_27,15,27,389
Beetles,consumer2,T3_28,22,56,389
Beetles,consumer2,T3_29,11,41,389
Beetles,consumer2,T3_3,25,45,389
Beetles,consumer2,T3_30,23,127,389
Beetles,consumer2,T3_31,19,73,389
Beetles,consumer2,T3_32,22,151,389
Beetles,consumer2,T3_33,26,212,389
Beetles,consumer2,T3_36,28,101,389
Beetles,consumer2,T3_37,18,57,389
Beetles,consumer2,T3_38,19,79,389
Beetles,consumer2,T3_39,16,53,389
Beetles,consumer2,T3_4,1,1,389
Beetles,consumer2,T3_40,15,49,389
Beetles,consumer2,T3_42,25,66,389
Beetles,consumer2,T3_45,24,89,389
Beetles,consumer2,T3_46,27,73,389
Beetles,consumer2,T3_47,32,91,389
Beetles,consumer2,T3_48,24,170,389
Beetles,consumer2,T3_49,27,143,389
Beetles,consumer2,T3_5,36,175,389
Beetles,consumer2,T3_50,36,191,389
Beetles,consumer2,T3_51,26,119,389
Beetles,consumer2,T3_52,23,77,389
Beetles,consumer2,T3_53,23,86,389
Beetles,consumer2,T3_54,22,79,389
Beetles,consumer2,T3_55,25,57,389
Beetles,consumer2,T3_56,14,123,389
Beetles,consumer2,T3_57,23,79,389
Beetles,consumer2,T3_6,28,110,389
Beetles,consumer2,T3_9,27,59,389
Beetles,consumer2,T4_10,31,115,389
Beetles,consumer2,T4_14,19,33,389
Beetles,consumer2,T4_20,8,26,389
Beetles,consumer2,T4_21,16,32,389
Beetles,consumer2,T4_22,26,88,389
Beetles,consumer2,T4_23,15,60,389
Beetles,consumer2,T4_24,21,83,389
Beetles,consumer2,T4_26,18,40,389
Beetles,consumer2,T4_27,25,76,389
Beetles,consumer2,T4_28,13,27,389
Beetles,consumer2,T4_29,23,55,389
Beetles,consumer2,T4_35,19,42,389
Beetles,consumer2,T4_36,26,98,389
Beetles,consumer2,T4_37,28,63,389
Beetles,consumer2,T4_38,27,50,389
Beetles,consumer2,T4_39,20,121,389
Beetles,consumer2,T4_4,22,98,389
Beetles,consumer2,T4_40,20,124,389
Beetles,consumer2,T4_41,18,44,389
Beetles,consumer2,T4_42,27,118,389
Beetles,consumer2,T4_43,22,66,389
Beetles,consumer2,T4_44,18,97,389
Beetles,consumer2,T4_45,17,57,389
Beetles,consumer2,T4_46,18,59,389
Beetles,consumer2,T4_47,12,44,389
Beetles,consumer2,T4_48,27,97,389
Beetles,consumer2,T4_49,21,89,389
Beetles,consumer2,T4_50,56,230,389
Beetles,consumer2,T4_51,53,188,389
Beetles,consumer2,T4_53,21,88,389
Beetles,consumer2,T4_54,31,193,389
Beetles,consumer2,T4_59,24,119,389
Beetles,consumer2,T4_62,17,117,389
Beetles,consumer2,T4_64,27,213,389
Beetles,consumer2,T4_65,39,250,389
Beetles,consumer2,T4_7,24,78,389
Beetles,consumer2,T4_70,29,182,389
Beetles,consumer2,T4_71,23,111,389
Beetles,consumer2,T4_72,29,168,389
Beetles,consumer2,T4_73,27,157,389
Beetles,consumer2,T4_74,33,228,389
Beetles,consumer2,T4_75,20,132,389
Beetles,consumer2,T4_76,36,286,389
Beetles,consumer2,T4_77,28,155,389
Beetles,consumer2,T4_78,23,104,389
Beetles,consumer2,T4_79,27,166,389
Beetles,consumer2,T4_8,37,114,389
Beetles,consumer2,T4_80,22,96,389
Beetles,consumer2,T4_81,33,95,389
Beetles,consumer2,T4_82,31,79,389
Beetles,consumer2,T4_83,20,230,389
Beetles,consumer2,T4_84,24,187,389
Beetles,consumer2,T4_9,24,61,389
Beetles,consumer2,TS_1,18,51,389
Beetles,consumer2,TS_2,19,47,389
Beetles,consumer2,TS_3,24,71,389
Beetles,consumer2,TS_4,18,65,389
Beetles,consumer2,TS_5,20,66,389
Lacewings,consumer2,T1_2,4,4,27
Lacewings,consumer2,T1_34,3,4,27
Lacewings,consumer2,T1_40,4,6,27
Lacewings,consumer2,T1_42,0,0,27
Lacewings,consumer2,T1_49,1,1,27
Lacewings,consumer2,T1_52,3,4,27
Lacewings,consumer2,T1_61,5,11,27
Lacewings,consumer2,T1_63,7,11,27
Lacewings,consumer2,T1_66,2,2,27
Lacewings,consumer2,T1_8,0,0,27
Lacewings,consumer2,T2_23,1,3,27
Lacewings,consumer2,T2_41,1,1,27
Lacewings,consumer2,T2_48,2,2,27
Lacewings,consumer2,T2_49,1,1,27
Lacewings,consumer2,T2_65,1,5,27
Lacewings,consumer2,T2_71,3,6,27
Lacewings,consumer2,T2_9,1,1,27
Lacewings,consumer2,T3_3,3,3,27
Lacewings,consumer2,T3_30,2,2,27
Lacewings,consumer2,T3_32,1,1,27
Lacewings,consumer2,T3_40,1,1,27
Lacewings,consumer2,T3_5,4,8,27
Lacewings,consumer2,T3_50,4,4,27
Lacewings,consumer2,T3_55,5,11,27
Lacewings,consumer2,T3_57,2,6,27
Lacewings,consumer2,T4_39,2,2,27
Lacewings,consumer2,T4_51,3,4,27
Lacewings,consumer2,T4_54,2,5,27
Lacewings,consumer2,T4_59,2,3,27
Lacewings,consumer2,T4_64,5,6,27
Lacewings,consumer2,T4_70,2,2,27
Lacewings,consumer2,T4_73,5,9,27
Lacewings,consumer2,T4_77,5,14,27
Lacewings,consumer2,T4_81,1,1,27
Lacewings,consumer2,T4_9,3,3,27
Lacewings,consumer2,TS_1,6,7,27
Spiders,consumer2,T1_1,9,15,145
Spiders,consumer2,T1_2,14,41,145
Spiders,consumer2,T1_27,8,17,145
Spiders,consumer2,T1_29,10,35,145
Spiders,consumer2,T1_3,17,59,145
Spiders,consumer2,T1_30,7,24,145
Spiders,consumer2,T1_34,13,32,145
Spiders,consumer2,T1_38,16,43,145
Spiders,consumer2,T1_39,8,9,145
Spiders,consumer2,T1_4,9,25,145
Spiders,consumer2,T1_40,12,21,145
Spiders,consumer2,T1_42,4,10,145
Spiders,consumer2,T1_49,7,16,145
Spiders,consumer2,T1_5,11,37,145
Spiders,consumer2,T1_50,11,23,145
Spiders,consumer2,T1_51,12,42,145
Spiders,consumer2,T1_52,12,41,145
Spiders,consumer2,T1_53,16,93,145
Spiders,consumer2,T1_54,9,59,145
Spiders,consumer2,T1_55,12,25,145
Spiders,consumer2,T1_56,16,45,145
Spiders,consumer2,T1_57,7,9,145
Spiders,consumer2,T1_58,15,38,145
Spiders,consumer2,T1_59,8,12,145
Spiders,consumer2,T1_60,12,26,145
Spiders,consumer2,T1_61,6,12,145
Spiders,consumer2,T1_62,11,19,145
Spiders,consumer2,T1_63,16,42,145
Spiders,consumer2,T1_64,16,48,145
Spiders,consumer2,T1_65,14,50,145
Spiders,consumer2,T1_66,17,46,145
Spiders,consumer2,T1_8,11,38,145
Spiders,consumer2,T1_9,15,41,145
Spiders,consumer2,T2_2,14,52,145
Spiders,consumer2,T2_23,11,48,145
Spiders,consumer2,T2_25,22,59,145
Spiders,consumer2,T2_27,14,38,145
Spiders,consumer2,T2_3,12,48,145
Spiders,consumer2,T2_34,0,0,145
Spiders,consumer2,T2_35,10,69,145
Spiders,consumer2,T2_36,9,67,145
Spiders,consumer2,T2_37,8,30,145
Spiders,consumer2,T2_38,14,43,145
Spiders,consumer2,T2_39,14,47,145
Spiders,consumer2,T2_4,12,34,145
Spiders,consumer2,T2_40,12,35,145
Spiders,consumer2,T2_41,12,52,145
Spiders,consumer2,T2_42,11,42,145
Spiders,consumer2,T2_44,8,47,145
Spiders,consumer2,T2_45,14,48,145
Spiders,consumer2,T2_46,11,26,145
Spiders,consumer2,T2_47,10,59,145
Spiders,consumer2,T2_48,18,41,145
Spiders,consumer2,T2_49,11,28,145
Spiders,consumer2,T2_50,11,30,145
Spiders,consumer2,T2_51,13,35,145
Spiders,consumer2,T2_52,12,34,145
Spiders,consumer2,T2_53,12,103,145
Spiders,consumer2,T2_54,9,43,145
Spiders,consumer2,T2_55,10,41,145
Spiders,consumer2,T2_56,15,79,145
Spiders,consumer2,T2_58,17,98,145
Spiders,consumer2,T2_59,16,92,145
Spiders,consumer2,T2_60,16,89,145
Spiders,consumer2,T2_65,16,64,145
Spiders,consumer2,T2_66,15,54,145
Spiders,consumer2,T2_67,15,55,145
Spiders,consumer2,T2_68,9,38,145
Spiders,consumer2,T2_69,15,80,145
Spiders,consumer2,T2_70,6,9,145
Spiders,consumer2,T2_71,15,82,145
Spiders,consumer2,T2_73,16,87,145
Spiders,consumer2,T2_74,11,20,145
Spiders,consumer2,T2_75,11,26,145
Spiders,consumer2,T2_78,7,20,145
Spiders,consumer2,T2_79,16,57,145
Spiders,consumer2,T2_81,12,67,145
Spiders,consumer2,T2_9,11,43,145
Spiders,consumer2,T3_1,11,33,145
Spiders,consumer2,T3_10,1,2,145
Spiders,consumer2,T3_12,6,26,145
Spiders,consumer2,T3_16,8,30,145
Spiders,consumer2,T3_17,6,22,145
Spiders,consumer2,T3_20,13,19,145
Spiders,consumer2,T3_22,8,23,145
Spiders,consumer2,T3_23,13,65,145
Spiders,consumer2,T3_24,11,75,145
Spiders,consumer2,T3_25,7,59,145
Spiders,consumer2,T3_26,11,35,145
Spiders,consumer2,T3_27,10,21,145
Spiders,consumer2,T3_28,6,22,145
Spiders,consumer2,T3_29,7,23,145
Spiders,consumer2,T3_3,5,19,145
Spiders,consumer2,T3_30,11,50,145
Spiders,consumer2,T3_31,8,50,145
Spiders,consumer2,T3_32,8,25,145
Spiders,consumer2,T3_33,5,17,145
Spiders,consumer2,T3_36,7,27,145
Spiders,consumer2,T3_37,9,32,145
Spiders,consumer2,T3_38,10,46,145
Spiders,consumer2,T3_39,9,22,145
Spiders,consumer2,T3_4,0,0,145
Spiders,consumer2,T3_40,5,13,145
Spiders,consumer2,T3_42,4,16,145
Spiders,consumer2,T3_45,9,29,145
Spiders,consumer2,T3_46,12,26,145
Spiders,consumer2,T3_47,9,10,145
Spiders,consumer2,T3_48,9,27,145
Spiders,consumer2,T3_49,8,46,145
Spiders,consumer2,T3_5,16,31,145
Spiders,consumer2,T3_50,17,31,145
Spiders,consumer2,T3_51,13,46,145
Spiders,consumer2,T3_52,5,9,145
Spiders,consumer2,T3_53,10,46,145
Spiders,consumer2,T3_54,7,24,145
Spiders,consumer2,T3_55,10,21,145
Spiders,consumer2,T3_56,4,4,145
Spiders,consumer2,T3_57,13,33,145
Spiders,consumer2,T3_6,12,53,145
Spiders,consumer2,T3_9,11,29,145
Spiders,consumer2,T4_10,12,32,145
Spiders,consumer2,T4_14,10,35,145
Spiders,consumer2,T4_20,7,19,145
Spiders,consumer2,T4_21,7,16,145
Spiders,consumer2,T4_22,12,57,145
Spiders,consumer2,T4_23,9,17,145
Spiders,consumer2,T4_24,8,28,145
Spiders,consumer2,T4_26,7,13,145
Spiders,consumer2,T4_27,9,29,145
Spiders,consumer2,T4_28,8,14,145
Spiders,consumer2,T4_29,7,25,145
Spiders,consumer2,T4_35,13,23,145
Spiders,consumer2,T4_36,10,31,145
Spiders,consumer2,T4_37,6,20,145
Spiders,consumer2,T4_38,13,34,145
Spiders,consumer2,T4_39,13,55,145
Spiders,consumer2,T4_4,11,37,145
Spiders,consumer2,T4_40,9,45,145
Spiders,consumer2,T4_41,12,68,145
Spiders,consumer2,T4_42,8,17,145
Spiders,consumer2,T4_43,6,22,145
Spiders,consumer2,T4_44,9,15,145
Spiders,consumer2,T4_45,10,56,145
Spiders,consumer2,T4_46,6,21,145
Spiders,consumer2,T4_47,10,35,145
Spiders,consumer2,T4_48,9,37,145
Spiders,consumer2,T4_49,10,67,145
Spiders,consumer2,T4_50,11,25,145
Spiders,consumer2,T4_51,13,42,145
Spiders,consumer2,T4_53,12,41,145
Spiders,consumer2,T4_54,7,29,145
Spiders,consumer2,T4_59,7,21,145
Spiders,consumer2,T4_62,5,24,145
Spiders,consumer2,T4_64,11,37,145
Spiders,consumer2,T4_65,9,33,145
Spiders,consumer2,T4_7,10,20,145
Spiders,consumer2,T4_70,10,28,145
Spiders,consumer2,T4_71,13,50,145
Spiders,consumer2,T4_72,13,47,145
Spiders,consumer2,T4_73,7,10,145
Spiders,consumer2,T4_74,1,1,145
Spiders,consumer2,T4_75,4,5,145
Spiders,consumer2,T4_76,14,37,145
Spiders,consumer2,T4_77,16,37,145
Spiders,consumer2,T4_78,12,65,145
Spiders,consumer2,T4_79,11,73,145
Spiders,consumer2,T4_8,12,22,145
Spiders,consumer2,T4_80,9,16,145
Spiders,consumer2,T4_81,17,50,145
Spiders,consumer2,T4_82,14,45,145
Spiders,consumer2,T4_83,13,36,145
Spiders,consumer2,T4_84,7,12,145
Spiders,consumer2,T4_9,13,43,145
Spiders,consumer2,TS_1,14,46,145
Spiders,consumer2,TS_2,6,25,145
Spiders,consumer2,TS_3,9,32,145
Spiders,consumer2,TS_4,9,24,145
Spiders,consumer2,TS_5,5,14,145
Harvestmen,consumer2,T1_1,4,9,9
Harvestmen,consumer2,T1_2,3,10,9
Harvestmen,consumer2,T1_27,2,16,9
Harvestmen,consumer2,T1_29,1,1,9
Harvestmen,consumer2,T1_3,1,4,9
Harvestmen,consumer2,T1_30,0,0,9
Harvestmen,consumer2,T1_34,1,1,9
Harvestmen,consumer2,T1_38,3,6,9
Harvestmen,consumer2,T1_39,1,1,9
Harvestmen,consumer2,T1_4,4,9,9
Harvestmen,consumer2,T1_40,1,1,9
Harvestmen,consumer2,T1_42,4,8,9
Harvestmen,consumer2,T1_49,1,2,9
Harvestmen,consumer2,T1_5,4,11,9
Harvestmen,consumer2,T1_50,0,0,9
Harvestmen,consumer2,T1_51,3,3,9
Harvestmen,consumer2,T1_52,3,3,9
Harvestmen,consumer2,T1_53,4,16,9
Harvestmen,consumer2,T1_54,1,1,9
Harvestmen,consumer2,T1_55,2,6,9
Harvestmen,consumer2,T1_56,1,1,9
Harvestmen,consumer2,T1_57,2,4,9
Harvestmen,consumer2,T1_58,4,5,9
Harvestmen,consumer2,T1_59,2,3,9
Harvestmen,consumer2,T1_60,2,2,9
Harvestmen,consumer2,T1_61,2,8,9
Harvestmen,consumer2,T1_62,2,2,9
Harvestmen,consumer2,T1_63,1,1,9
Harvestmen,consumer2,T1_64,0,0,9
Harvestmen,consumer2,T1_65,2,3,9
Harvestmen,consumer2,T1_66,2,10,9
Harvestmen,consumer2,T1_8,2,4,9
Harvestmen,consumer2,T1_9,2,3,9
Harvestmen,consumer2,T2_2,2,4,9
Harvestmen,consumer2,T2_23,4,24,9
Harvestmen,consumer2,T2_25,1,1,9
Harvestmen,consumer2,T2_27,3,5,9
Harvestmen,consumer2,T2_3,1,1,9
Harvestmen,consumer2,T2_34,0,0,9
Harvestmen,consumer2,T2_35,2,4,9
Harvestmen,consumer2,T2_36,3,7,9
Harvestmen,consumer2,T2_37,3,5,9
Harvestmen,consumer2,T2_38,3,4,9
Harvestmen,consumer2,T2_39,3,3,9
Harvestmen,consumer2,T2_4,3,7,9
Harvestmen,consumer2,T2_40,3,6,9
Harvestmen,consumer2,T2_41,2,7,9
Harvestmen,consumer2,T2_42,2,5,9
Harvestmen,consumer2,T2_44,3,25,9
Harvestmen,consumer2,T2_45,2,6,9
Harvestmen,consumer2,T2_46,1,7,9
Harvestmen,consumer2,T2_47,2,3,9
Harvestmen,consumer2,T2_48,2,2,9
Harvestmen,consumer2,T2_49,3,25,9
Harvestmen,consumer2,T2_50,5,26,9
Harvestmen,consumer2,T2_51,2,11,9
Harvestmen,consumer2,T2_52,1,1,9
Harvestmen,consumer2,T2_53,3,3,9
Harvestmen,consumer2,T2_54,2,4,9
Harvestmen,consumer2,T2_55,1,1,9
Harvestmen,consumer2,T2_56,2,4,9
Harvestmen,consumer2,T2_58,1,2,9
Harvestmen,consumer2,T2_59,1,4,9
Harvestmen,consumer2,T2_60,3,10,9
Harvestmen,consumer2,T2_65,3,13,9
Harvestmen,consumer2,T2_66,2,24,9
Harvestmen,consumer2,T2_67,3,4,9
Harvestmen,consumer2,T2_68,2,5,9
Harvestmen,consumer2,T2_69,4,11,9
Harvestmen,consumer2,T2_70,0,0,9
Harvestmen,consumer2,T2_71,0,0,9
Harvestmen,consumer2,T2_73,3,7,9
Harvestmen,consumer2,T2_74,3,10,9
Harvestmen,consumer2,T2_75,3,5,9
Harvestmen,consumer2,T2_78,3,9,9
Harvestmen,consumer2,T2_79,3,6,9
Harvestmen,consumer2,T2_81,4,4,9
Harvestmen,consumer2,T2_9,1,1,9
Harvestmen,consumer2,T3_1,4,13,9
Harvestmen,consumer2,T3_10,3,8,9
Harvestmen,consumer2,T3_12,5,12,9
Harvestmen,consumer2,T3_16,3,4,9
Harvestmen,consumer2,T3_17,5,16,9
Harvestmen,consumer2,T3_20,5,8,9
Harvestmen,consumer2,T3_22,3,10,9
Harvestmen,consumer2,T3_23,3,3,9
Harvestmen,consumer2,T3_24,4,23,9
Harvestmen,consumer2,T3_25,2,2,9
Harvestmen,consumer2,T3_26,0,0,9
Harvestmen,consumer2,T3_27,0,0,9
Harvestmen,consumer2,T3_28,2,4,9
Harvestmen,consumer2,T3_29,2,4,9
Harvestmen,consumer2,T3_3,4,29,9
Harvestmen,consumer2,T3_30,1,1,9
Harvestmen,consumer2,T3_31,1,2,9
Harvestmen,consumer2,T3_32,2,4,9
Harvestmen,consumer2,T3_33,5,42,9
Harvestmen,consumer2,T3_36,3,12,9
Harvestmen,consumer2,T3_37,3,14,9
Harvestmen,consumer2,T3_38,1,4,9
Harvestmen,consumer2,T3_39,3,6,9
Harvestmen,consumer2,T3_4,0,0,9
Harvestmen,consumer2,T3_40,2,13,9
Harvestmen,consumer2,T3_42,5,35,9
Harvestmen,consumer2,T3_45,3,13,9
Harvestmen,consumer2,T3_46,3,11,9
Harvestmen,consumer2,T3_47,4,4,9
Harvestmen,consumer2,T3_48,3,34,9
Harvestmen,consumer2,T3_49,3,17,9
Harvestmen,consumer2,T3_5,3,6,9
Harvestmen,consumer2,T3_50,1,1,9
Harvestmen,consumer2,T3_51,2,9,9
Harvestmen,consumer2,T3_52,2,5,9
Harvestmen,consumer2,T3_53,4,27,9
Harvestmen,consumer2,T3_54,0,0,9
Harvestmen,consumer2,T3_55,1,1,9
Harvestmen,consumer2,T3_56,1,5,9
Harvestmen,consumer2,T3_57,2,15,9
Harvestmen,consumer2,T3_6,4,13,9
Harvestmen,consumer2,T3_9,5,10,9
Harvestmen,consumer2,T4_10,1,2,9
Harvestmen,consumer2,T4_14,5,36,9
Harvestmen,consumer2,T4_20,2,4,9
Harvestmen,consumer2,T4_21,2,4,9
Harvestmen,consumer2,T4_22,1,2,9
Harvestmen,consumer2,T4_23,1,1,9
Harvestmen,consumer2,T4_24,1,2,9
