SPP	POP	YR	Mx	Tmx	Nx
ASSC	ASSC_mcdevi	1993	[0.0493827160493827 0.304347826086956 0.357142857142857 0.0933333333333333 0.162162162162162; 0.197530864197531 0.304347826086956 0.142857142857143 0.04 0.270270270135135; 0.222222222222222 0.173913043478261 0.285714285714286 0.12 0.40540540527027; 0.111111111111111 0 0.142857142857143 0.0933333333333333 0.216216216189189; 0.197530864197531 0 0.0714285714285714 0.493333333333333 0.108108108108108]	[0.0493827160493827 0.304347826086956 0.357142857142857 0.0933333333333333 0.162162162162162; 0.197530864197531 0.304347826086956 0.142857142857143 0.04 0.135135135135135; 0.222222222222222 0.173913043478261 0.285714285714286 0.12 0.27027027027027; 0.111111111111111 0 0.142857142857143 0.0933333333333333 0.189189189189189; 0.197530864197531 0 0.0714285714285714 0.493333333333333 0.108108108108108]	[1 23 14 4 37]
ASSC	ASSC_mcdevi	1994	[0.0526315789473684 0.1 0.08 0 0.146067415730337; 0.210526315789474 0.05 0.16 0 2.87865168539326; 0.263157894736842 0.25 0 0 1.79662921348315; 0.105263157894737 0.2 0.08 0.090909090909091 0.106741573033708; 0.210526315789474 0.2 0.48 0.727272727272727 1.26966292134832]	[0.0526315789473684 0.1 0.08 0 0.146067415730337; 0.210526315789474 0.05 0.16 0 0.0786516853932584; 0.263157894736842 0.25 0 0 0.196629213483146; 0.105263157894737 0.2 0.08 0.090909090909091 0.106741573033708; 0.210526315789474 0.2 0.48 0.727272727272727 0.269662921348315]	[19 20 25 11 5]
ASSC	ASSC_mcdevi	1995	[0.0493827160493827 0.260869565217391 0.5 0.0933333333333333 0.135135135135135; 0.197530864197531 0.173913043478261 0.166666666666667 0.04 0.108108108; 0.222222222222222 0.0434782608695652 0.166666666666667 0.12 0.243243243189189; 0.111111111111111 0 0 0.0933333333333333 0.0810810810810811; 0.197530864197531 0 0.0555555555555556 0.493333333333333 0.189189189189189]	[0.0493827160493827 0.260869565217391 0.5 0.0933333333333333 0.135135135135135; 0.197530864197531 0.173913043478261 0.166666666666667 0.04 0; 0.222222222222222 0.0434782608695652 0.166666666666667 0.12 0.189189189189189; 0.111111111111111 0 0 0.0933333333333333 0.0810810810810811; 0.197530864197531 0 0.0555555555555556 0.493333333333333 0.189189189189189]	[5 23 18 9 37]
ASSC	ASSC_mcdevi	1996	[0.08 0.0833333333333333 0.133333333333333 0.0933333333333333 0.181818181818182; 0.28 0.166666666666667 0.133333333333333 0.04 0.99999999990909; 0.12 0.333333333333333 0.4 0.12 0.81818181790909; 0.12 0.166666666666667 0.0666666666666667 0.0933333333333333 0.363636363636364; 0.08 0 0.133333333333333 0.493333333333333 0]	[0.08 0.0833333333333333 0.133333333333333 0.0933333333333333 0.181818181818182; 0.28 0.166666666666667 0.133333333333333 0.04 0.090909090909091; 0.12 0.333333333333333 0.4 0.12 0.090909090909091; 0.12 0.166666666666667 0.0666666666666667 0.0933333333333333 0.363636363636364; 0.08 0 0.133333333333333 0.493333333333333 0]	[25 12 15 3 11]
ASSC	ASSC_mcdevi	1997	[0.0493827160493827 0.0454545454545455 0.0434782608695652 0 0.146067415730337; 0.197530864197531 0.227272727272727 0 0 5.07865168539326; 0.222222222222222 0.5 0.478260869565217 0 4.44662921348315; 0.111111111111111 0 0.173913043478261 0.090909090909091 0.356741573033708; 0.197530864197531 0.090909090909091 0.260869565217391 0.727272727272727 0.519662921348315]	[0.0493827160493827 0.0454545454545455 0.0434782608695652 0 0.146067415730337; 0.197530864197531 0.227272727272727 0 0 0.0786516853932584; 0.222222222222222 0.5 0.478260869565217 0 0.196629213483146; 0.111111111111111 0 0.173913043478261 0.090909090909091 0.106741573033708; 0.197530864197531 0.090909090909091 0.260869565217391 0.727272727272727 0.269662921348315]	[7 22 23 11 4]
ASSC	ASSC_mcdevi	1998	[0.0493827160493827 0.407407407407407 0.25 0.0933333333333333 0.285714285714286; 0.197530864197531 0.518518518518518 0.325 0.04 1.14285714285714; 0.222222222222222 0.0740740740740741 0.35 0.12 0.619047618571429; 0.111111111111111 0 0.05 0.0933333333333333 0.0952380952380952; 0.197530864197531 0 0.025 0.493333333333333 0.0476190476190476]	[0.0493827160493827 0.407407407407407 0.25 0.0933333333333333 0.285714285714286; 0.197530864197531 0.518518518518518 0.325 0.04 0.142857142857143; 0.222222222222222 0.0740740740740741 0.35 0.12 0.428571428571428; 0.111111111111111 0 0.05 0.0933333333333333 0.0952380952380952; 0.197530864197531 0 0.025 0.493333333333333 0.0476190476190476]	[2 27 40 8 21]
ASSC	ASSC_sheep	1988	[0.258064516129032 0.0408163265306122 0.0384615384615385 0 0.106109324758842; 0.161290322580645 0.285714285714286 0.0384615384615385 0.0625 2.91077170418006; 0.193548387096774 0.428571428571428 0.269230769230769 0.125 2.01366559485531; 0.225806451612903 0.102040816326531 0.230769230769231 0.25 0.180064308681672; 0.161290322580645 0.0816326530612245 0.346153846153846 0.5625 0.205787781350482]	[0.258064516129032 0.0408163265306122 0.0384615384615385 0 0.106109324758842; 0.161290322580645 0.285714285714286 0.0384615384615385 0.0625 0.160771704180064; 0.193548387096774 0.428571428571428 0.269230769230769 0.125 0.263665594855305; 0.225806451612903 0.102040816326531 0.230769230769231 0.25 0.180064308681672; 0.161290322580645 0.0816326530612245 0.346153846153846 0.5625 0.205787781350482]	[31 49 26 16 4]
ASSC	ASSC_sheep	1989	[0.727272727272727 0.125 0.130434782608696 0.16 0.0625; 0.181818181818182 0.729166666666667 0.478260869565217 0.24 0.53125; 0 0.0208333333333333 0.304347826086956 0.12 0.40625; 0.090909090909091 0 0.0434782608695652 0.2 0.25; 0 0.0208333333333333 0 0.04 0.15625]	[0.727272727272727 0.125 0.130434782608696 0.16 0.0625; 0.181818181818182 0.729166666666667 0.478260869565217 0.24 0.21875; 0 0.0208333333333333 0.304347826086956 0.12 0.3125; 0.090909090909091 0 0.0434782608695652 0.2 0.25; 0 0.0208333333333333 0 0.04 0.15625]	[11 48 46 25 32]
ASSC	ASSC_sheep	1990	[0.0769230769230769 0.090909090909091 0.064516129032258 0 0.106109324758842; 0.269230769230769 0.232323232323232 0.064516129032258 0 3.44648599018007; 0.269230769230769 0.292929292929293 0.0967741935483871 0.125 1.1208084518553; 0.230769230769231 0.131313131313131 0.225806451612903 0.0625 0.180064308681672; 0.153846153846154 0.121212121212121 0.483870967741935 0.75 0.348644924350482]	[0.0769230769230769 0.090909090909091 0.064516129032258 0 0.106109324758842; 0.269230769230769 0.232323232323232 0.064516129032258 0 0.160771704180064; 0.269230769230769 0.292929292929293 0.0967741935483871 0.125 0.263665594855305; 0.230769230769231 0.131313131313131 0.225806451612903 0.0625 0.180064308681672; 0.153846153846154 0.121212121212121 0.483870967741935 0.75 0.205787781350482]	[26 99 31 16 7]
ASSC	ASSC_sheep	1991	[0.692307692307692 0.38 0.375 0.392857142857143 0.333333333333333; 0.307692307692308 0.28 0.375 0.25 0.470588235333333; 0 0 0.0714285714285714 0.25 0.176470588235294; 0 0.01 0 0 0.0392156862745098; 0 0 0 0 0]	[0.692307692307692 0.38 0.375 0.392857142857143 0.333333333333333; 0.307692307692308 0.28 0.375 0.25 0.333333333333333; 0 0 0.0714285714285714 0.25 0.176470588235294; 0 0.01 0 0 0.0392156862745098; 0 0 0 0 0]	[13 100 56 28 51]
ASSC	ASSC_sheep	1992	[0.28125 0.0795454545454545 0 0.104417670682731 0.106109324758842; 0.260416666666667 0.272727272727273 0.05 0.112449799196787 1.49337233718006; 0.166666666666667 0.272727272727273 0.15 0.176706827309237 0.871451455855305; 0.0729166666666667 0.0795454545454545 0.05 0.184738955823293 0.180064308681672; 0.21875 0.170454545454545 0.75 0.353413654618474 0.251422702350482]	[0.28125 0.0795454545454545 0 0.104417670682731 0.106109324758842; 0.260416666666667 0.272727272727273 0.05 0.112449799196787 0.160771704180064; 0.166666666666667 0.272727272727273 0.15 0.176706827309237 0.263665594855305; 0.0729166666666667 0.0795454545454545 0.05 0.184738955823293 0.180064308681672; 0.21875 0.170454545454545 0.75 0.353413654618474 0.205787781350482]	[96 88 20 3 0]
ASSC	ASSC_sheep	1993	[0.352941176470588 0.157303370786517 0.0869565217391304 0 0.0185185185185185; 0.352941176470588 0.606741573033708 0.260869565217391 0.0625 0.314814814592593; 0.176470588235294 0.0898876404494382 0.456521739130435 0.4375 0.444444444407407; 0.117647058823529 0.0224719101123595 0.152173913043478 0.5 0.407407407407407; 0 0 0.0217391304347826 0 0.0555555555555556]	[0.352941176470588 0.157303370786517 0.0869565217391304 0 0.0185185185185185; 0.352941176470588 0.606741573033708 0.260869565217391 0.0625 0.0925925925925926; 0.176470588235294 0.0898876404494382 0.456521739130435 0.4375 0.407407407407407; 0.117647058823529 0.0224719101123595 0.152173913043478 0.5 0.407407407407407; 0 0 0.0217391304347826 0 0.0555555555555556]	[34 89 46 16 54]
ASSC	ASSC_sheep	1994	[0.0967741935483871 0.0608695652173913 0.0303030303030303 0.0232558139534884 0.106109324758842; 0.451612903225806 0.391304347826087 0.0757575757575758 0.0930232558139535 2.91077170418006; 0.225806451612903 0.226086956521739 0.106060606060606 0.0232558139534884 0.763665594855305; 0.129032258064516 0.0869565217391304 0.242424242424242 0.186046511627907 0.180064308681672; 0.0967741935483871 0.104347826086957 0.409090909090909 0.651162790697674 0.455787781350482]	[0.0967741935483871 0.0608695652173913 0.0303030303030303 0.0232558139534884 0.106109324758842; 0.451612903225806 0.391304347826087 0.0757575757575758 0.0930232558139535 0.160771704180064; 0.225806451612903 0.226086956521739 0.106060606060606 0.0232558139534884 0.263665594855305; 0.129032258064516 0.0869565217391304 0.242424242424242 0.186046511627907 0.180064308681672; 0.0967741935483871 0.104347826086957 0.409090909090909 0.651162790697674 0.205787781350482]	[31 115 66 43 4]
ASSC	ASSC_sheep	1995	[0.5 0.18018018018018 0.106382978723404 0.102564102564103 0.0547945205479452; 0.357142857142857 0.351351351351351 0.382978723404255 0.128205128205128 0.246575342780822; 0.142857142857143 0.108108108108108 0.191489361702128 0.307692307692308 0.287671232739726; 0 0.027027027027027 0.0425531914893617 0.179487179487179 0.095890410958904; 0 0.009009009009009 0.106382978723404 0.153846153846154 0.219178082191781]	[0.5 0.18018018018018 0.106382978723404 0.102564102564103 0.0547945205479452; 0.357142857142857 0.351351351351351 0.382978723404255 0.128205128205128 0.178082191780822; 0.142857142857143 0.108108108108108 0.191489361702128 0.307692307692308 0.273972602739726; 0 0.027027027027027 0.0425531914893617 0.179487179487179 0.095890410958904; 0 0.009009009009009 0.106382978723404 0.153846153846154 0.219178082191781]	[14 111 47 39 73]
ASSC	ASSC_sheep	1996	[0.325 0.260416666666667 0.157894736842105 0.105263157894737 0.178571428571429; 0.425 0.333333333333333 0.298245614035088 0.210526315789474 0.392857142571429; 0.225 0.166666666666667 0.280701754385965 0.368421052631579 0.464285714428572; 0.025 0.03125 0.0701754385964912 0.315789473684211 0.25; 0 0 0.0175438596491228 0 0.0357142857142857]	[0.325 0.260416666666667 0.157894736842105 0.105263157894737 0.178571428571429; 0.425 0.333333333333333 0.298245614035088 0.210526315789474 0.178571428571429; 0.225 0.166666666666667 0.280701754385965 0.368421052631579 0.321428571428572; 0.025 0.03125 0.0701754385964912 0.315789473684211 0.25; 0 0 0.0175438596491228 0 0.0357142857142857]	[40 96 57 19 28]
ASSC	ASSC_sheep	1997	[0.296296296296296 0.13265306122449 0.161290322580645 0.0952380952380952 0.106109324758842; 0.12962962962963 0.112244897959184 0.0483870967741935 0 2.16077170418006; 0.407407407407407 0.36734693877551 0.241935483870968 0 2.26366559485531; 0.037037037037037 0.0918367346938776 0.129032258064516 0.19047619047619 0.180064308681672; 0.12962962962963 0.13265306122449 0.32258064516129 0.714285714285714 0.205787781350482]	[0.296296296296296 0.13265306122449 0.161290322580645 0.0952380952380952 0.106109324758842; 0.12962962962963 0.112244897959184 0.0483870967741935 0 0.160771704180064; 0.407407407407407 0.36734693877551 0.241935483870968 0 0.263665594855305; 0.037037037037037 0.0918367346938776 0.129032258064516 0.19047619047619 0.180064308681672; 0.12962962962963 0.13265306122449 0.32258064516129 0.714285714285714 0.205787781350482]	[54 98 62 21 2]
ASSC	ASSC_sheep	1998	[0.333333333333333 0.125 0.0625 0.0869565217391304 0.0357142857142857; 0.357142857142857 0.3125 0.15 0 0.374999999571428; 0.166666666666667 0.28125 0.325 0.130434782608696 0.303571428285714; 0.0476190476190476 0.15625 0.1 0.130434782608696 0.160714285714286; 0.0952380952380952 0 0.2625 0.608695652173913 0.464285714428572]	[0.333333333333333 0.125 0.0625 0.0869565217391304 0.0357142857142857; 0.357142857142857 0.3125 0.15 0 0.0535714285714286; 0.166666666666667 0.28125 0.325 0.130434782608696 0.214285714285714; 0.0476190476190476 0.15625 0.1 0.130434782608696 0.160714285714286; 0.0952380952380952 0 0.2625 0.608695652173913 0.446428571428572]	[42 32 80 23 56]
CYFA	CYFA_3	1999	[0.53125 0.0461538461538462 0.035 0; 0.125 0.830769230769231 0.204081632653061 0.75; 0 0.0153846153846154 0.714285714285714 0.1875; 0.09375 0.0923076923076923 0.0612244897959184 0.0625]	[0.53125 0.0461538461538462 0 0; 0.125 0.830769230769231 0.204081632653061 0.75; 0 0.0153846153846154 0.714285714285714 0.1875; 0.09375 0.0923076923076923 0.0612244897959184 0.0625]	[39 79 60 20]
CYFA	CYFA_3	2000	[0.68421052631579 0.0444444444444445 0.035 0.307692307692308; 0.157894736842105 0.677777777777778 0.108695652173913 0.538461538461538; 0 0.233333333333333 0.891304347826087 0; 0 0.0444444444444445 0 0.153846153846154]	[0.68421052631579 0.0444444444444445 0 0.307692307692308; 0.157894736842105 0.677777777777778 0.108695652173913 0.538461538461538; 0 0.233333333333333 0.891304347826087 0; 0 0.0444444444444445 0 0.153846153846154]	[41 97 49 14]
CYFA	CYFA_3	2001	[0.688888888888889 0.101123595505618 0.035 0.25; 0.0666666666666667 0.674157303370786 0.285714285714286 0.5; 0 0.0561797752808989 0.619047619047619 0; 0.0222222222222222 0.0337078651685393 0.0793650793650794 0.25]	[0.688888888888889 0.101123595505618 0 0.25; 0.0666666666666667 0.674157303370786 0.285714285714286 0.5; 0 0.0561797752808989 0.619047619047619 0; 0.0222222222222222 0.0337078651685393 0.0793650793650794 0.25]	[46 91 65 8]
CYFA	CYFA_4	1999	[0.62962962962963 0.025 0.0467647058823529 0; 0.0740740740740741 0.75 0.235294117647059 0.25; 0 0.075 0.670588235294118 0.25; 0.148148148148148 0.1 0.0823529411764706 0.5]	[0.62962962962963 0.025 0.0117647058823529 0; 0.0740740740740741 0.75 0.235294117647059 0.25; 0 0.075 0.670588235294118 0.25; 0.148148148148148 0.1 0.0823529411764706 0.5]	[38 56 120 6]
CYFA	CYFA_4	2000	[0.620689655172414 0.142857142857143 0.0497058823529412 0.117647058823529; 0 0.380952380952381 0.117647058823529 0.294117647058823; 0.0344827586206896 0.301587301587302 0.779411764705882 0.117647058823529; 0.0344827586206896 0.0952380952380952 0.0735294117647059 0.470588235294118]	[0.620689655172414 0.142857142857143 0.0147058823529412 0.117647058823529; 0 0.380952380952381 0.117647058823529 0.294117647058823; 0.0344827586206896 0.301587301587302 0.779411764705882 0.117647058823529; 0.0344827586206896 0.0952380952380952 0.0735294117647059 0.470588235294118]	[40 86 93 23]
CYFA	CYFA_4	2001	[0.28125 0.125 0.0606410256410256 0.1; 0.09375 0.375 0.512820512820513 0.35; 0 0 0.192307692307692 0.05; 0.15625 0.225 0.166666666666667 0.5]	[0.28125 0.125 0.0256410256410256 0.1; 0.09375 0.375 0.512820512820513 0.35; 0 0 0.192307692307692 0.05; 0.15625 0.225 0.166666666666667 0.5]	[43 54 106 27]
CYFA	CYFA_5	1999	[0.333333333333333 0 0.035 0; 0.0833333333333333 0.8 0.363636363636364 1; 0 0.1 0.606060606060606 0; 0.166666666666667 0.1 0.0303030303030303 0]	[0.333333333333333 0 0 0; 0.0833333333333333 0.8 0.363636363636364 1; 0 0.1 0.606060606060606 0; 0.166666666666667 0.1 0.0303030303030303 0]	[47 39 128 8]
CYFA	CYFA_5	2000	[0.666666666666667 0.0263157894736842 0.0707142857142857 0; 0.111111111111111 0.631578947368421 0.0357142857142857 0.777777777777778; 0 0.289473684210526 0.892857142857143 0; 0.111111111111111 0.0263157894736842 0.0357142857142857 0.222222222222222]	[0.666666666666667 0.0263157894736842 0.0357142857142857 0; 0.111111111111111 0.631578947368421 0.0357142857142857 0.777777777777778; 0 0.289473684210526 0.892857142857143 0; 0.111111111111111 0.0263157894736842 0.0357142857142857 0.222222222222222]	[26 110 81 26]
CYFA	CYFA_5	2001	[0.583333333333333 0.121951219512195 0.035 0; 0.166666666666667 0.73170731707317 0.4 0.2; 0 0 0.3 0; 0.0833333333333333 0.073170731707317 0.2 0.8]	[0.583333333333333 0.121951219512195 0 0; 0.166666666666667 0.73170731707317 0.4 0.2; 0 0 0.3 0; 0.0833333333333333 0.073170731707317 0.2 0.8]	[46 79 77 10]
DIFR	DIFR_0	1988	[0.1 0 0 2.017 10.597 84.362; 0.002 0 0 0.004 0.02 0.156; 0 0.295238095238095 0.111111111111111 0 0 0.0149253731343284; 0 0.123809523809524 0.166666666666667 0.2 0.0869565217391304 0.0149253731343284; 0 0.019047619047619 0.277777777777778 0.2 0.347826086956522 0.0746268656716418; 0 0 0 0.08 0.304347826086956 0.73134328358209]	[0.1 0 0 0 0 0; 0.002 0 0 0 0 0; 0 0.295238095238095 0.111111111111111 0 0 0.0149253731343284; 0 0.123809523809524 0.166666666666667 0.2 0.0869565217391304 0.0149253731343284; 0 0.019047619047619 0.277777777777778 0.2 0.347826086956522 0.0746268656716418; 0 0 0 0.08 0.304347826086956 0.73134328358209]	[NA 105 18 25 23 67]
DIFR	DIFR_0	1989	[0.1 0 0 1.783 11.803 84.538; 0.002 0 0 0.004 0.028 0.199; 0 0.222707423580786 0.326530612244898 0.15625 0.0333333333333333 0; 0 0.0502183406113537 0.0612244897959184 0.0625 0.133333333333333 0.0327868852459016; 0 0.0262008733624454 0.102040816326531 0.15625 0.2 0.0491803278688525; 0 0.0349344978165939 0.0408163265306122 0.28125 0.2 0.721311475409836]	[0.1 0 0 0 0 0; 0.002 0 0 0 0 0; 0 0.222707423580786 0.326530612244898 0.15625 0.0333333333333333 0; 0 0.0502183406113537 0.0612244897959184 0.0625 0.133333333333333 0.0327868852459016; 0 0.0262008733624454 0.102040816326531 0.15625 0.2 0.0491803278688525; 0 0.0349344978165939 0.0408163265306122 0.28125 0.2 0.721311475409836]	[NA 2 49 32 30 61]
DIFR	DIFR_0	1990	[0.1 0 0 4.864 11.771 76.739; 0.002 0 0 0.012 0.028 0.185; 0 0.16 0.208333333333333 0 0.0526315789473684 0; 0 0 0.0416666666666667 0 0 0.0491803278688525; 0 0.02 0.125 0.272727272727273 0.157894736842105 0.098360655737705; 0 0.1 0.166666666666667 0.272727272727273 0.315789473684211 0.573770491803279]	[0.1 0 0 0 0 0; 0.002 0 0 0 0 0; 0 0.16 0.208333333333333 0 0.0526315789473684 0; 0 0 0.0416666666666667 0 0 0.0491803278688525; 0 0.02 0.125 0.272727272727273 0.157894736842105 0.098360655737705; 0 0.1 0.166666666666667 0.272727272727273 0.315789473684211 0.573770491803279]	[NA 50 24 11 19 61]
DIFR	DIFR_0	1991	[0.1 0 0 8.106 12.581 124.732; 0.002 0 0 0.025 0.039 0.391; 0 3.33333333333333 0.352941176470588 0 0 0.0181818181818182; 0 0 0.117647058823529 0 0 0; 0 0 0.0588235294117647 0.25 0.352941176470588 0.0181818181818182; 0 0 0.117647058823529 0 0.529411764705882 0.89090909090909]	[0.1 0 0 0 0 0; 0.002 0 0 0 0 0; 0 3.33333333333333 0.352941176470588 0 0 0.0181818181818182; 0 0 0.117647058823529 0 0 0; 0 0 0.0588235294117647 0.25 0.352941176470588 0.0181818181818182; 0 0 0.117647058823529 0 0.529411764705882 0.89090909090909]	[NA 6 17 4 17 55]
DIFR	DIFR_0	1992	[0.1 0 0 6.036 10.457 160.645; 0.002 0 0 0.02 0.035 0.544; 0 0.0689655172413793 0.2 0.25 0.111111111111111 0.0166666666666667; 0 0.0344827586206896 0 0 0.111111111111111 0; 0 0.0344827586206896 0 0.5 0.444444444444444 0.1; 0 0 0.1 0 0.111111111111111 0.716666666666667]	[0.1 0 0 0 0 0; 0.002 0 0 0 0 0; 0 0.0689655172413793 0.2 0.25 0.111111111111111 0.0166666666666667; 0 0.0344827586206896 0 0 0.111111111111111 0; 0 0.0344827586206896 0 0.5 0.444444444444444 0.1; 0 0 0.1 0 0.111111111111111 0.716666666666667]	[NA 29 10 3 9 60]
DIFR	DIFR_0	1993	[0.1 0 0 7.117 15.403 128.59; 0.002 0 0 0.023 0.049 0.412; 0 0.6 0.222222222222222 0.5 0.25 0; 0 0 0 0 0.0833333333333333 0; 0 0 0 0 0.416666666666667 0.0444444444444445; 0 0 0 0.25 0.166666666666667 0.666666666666667]	[0.1 0 0 0 0 0; 0.002 0 0 0 0 0; 0 0.6 0.222222222222222 0.5 0.25 0; 0 0 0 0 0.0833333333333333 0; 0 0 0 0 0.416666666666667 0.0444444444444445; 0 0 0 0.25 0.166666666666667 0.666666666666667]	[NA 1 9 2 12 45]
DIFR	DIFR_0	1994	[0.1 0 0 6.215 9.728 125.656; 0.002 0 0 0.019 0.029 0.38; 0 0.133333333333333 0.12 0.0952380952380952 0 0; 0 0.111111111111111 0 0.166666666666667 0 0.03125; 0 0.0444444444444445 0.08 0.18452380952381 0.428571428571428 0.125; 0 0 0.04 0.101190476190476 0.142857142857143 0.53125]	[0.1 0 0 0 0 0; 0.002 0 0 0 0 0; 0 0.133333333333333 0.12 0.0952380952380952 0 0; 0 0.111111111111111 0 0.166666666666667 0 0.03125; 0 0.0444444444444445 0.08 0.18452380952381 0.428571428571428 0.125; 0 0 0.04 0.101190476190476 0.142857142857143 0.53125]	[NA 3 25 1 7 32]
